ComplaintID;CustomerID;ProductID;ComplaintDate;ComplaintType;SolutionType;FeedbackType
84659;595177;4;19/06/2006;1;;
61733;595177;4;31/05/2008;1;1;
164988;595177;;22/06/2010;1;1;
164946;595177;;22/06/2010;1;2;3
79721;595177;;25/10/2008;1;3;
71959;595177;;30/08/2008;2;1;
71958;595177;;01/09/2008;1;1;
83417;596708;4;07/06/2006;1;;
83839;596708;4;13/06/2006;1;;
85505;596708;4;28/06/2006;1;;
85802;596708;4;06/07/2006;1;;
86085;596708;4;03/07/2006;1;;
86245;596708;4;30/06/2006;1;;
86397;596708;4;28/06/2006;5;;
86399;596708;4;29/06/2006;1;;
54641;599124;1;16/08/2004;1;4;
80160;600133;3;05/11/2008;1;1;
112967;600133;3;09/05/2009;1;1;
57464;609115;1;21/03/2005;1;2;
93715;609115;8;13/10/2006;1;;
108930;610490;8;27/03/2009;1;2;3
80833;613450;2;12/11/2008;1;1;
80832;613450;2;12/11/2008;1;1;
80831;613450;2;12/11/2008;1;1;
80830;613450;2;08/11/2008;1;1;
97346;615206;8;07/03/2009;7;1;3
54425;615999;1;10/08/2004;1;;
70074;615999;4;01/12/2005;3;;
89567;615999;4;23/08/2006;1;;
91281;615999;4;13/09/2006;1;;
100294;615999;4;12/01/2007;1;;
125913;615999;4;25/10/2007;1;;
186845;615999;;18/11/2010;9;3;3
186832;615999;;18/11/2010;1;2;
168899;615999;;20/07/2010;1;2;3
169101;615999;;20/07/2010;1;1;
138153;615999;;28/11/2009;1;1;3
79346;615999;;29/10/2008;1;1;
81995;615999;;21/11/2008;1;2;
79221;615999;;29/10/2008;1;2;
68261;618810;4;13/12/2005;1;;
82645;618810;4;31/05/2006;1;;
82984;618810;4;31/05/2006;5;;
85103;618810;4;23/06/2006;3;;
88987;618810;4;16/08/2006;1;;
101582;618810;4;20/01/2007;1;;
104777;618810;4;01/03/2007;1;;
106192;618810;4;13/03/2007;1;;
110736;618810;4;08/05/2007;1;;
110241;618810;4;30/04/2007;1;;
111039;618810;4;11/05/2007;1;;
125836;618810;4;24/10/2007;1;;
124687;618810;4;08/10/2007;1;;
125998;618810;4;20/10/2007;1;;
125856;618810;4;24/10/2007;1;;
125463;618810;4;17/10/2007;1;;
125424;618810;4;17/10/2007;1;;
54038;618810;4;20/03/2008;1;3;
58107;618810;4;26/04/2008;1;3;
59199;618810;4;07/05/2008;1;1;
59092;618810;4;07/05/2008;1;2;
70948;618810;;22/08/2008;1;2;
179719;619493;8;29/09/2010;1;1;6
86872;622765;3;03/01/2009;1;1;
146060;622765;3;21/01/2010;1;2;6
190786;622765;3;15/12/2010;1;2;6
194853;622765;3;24/12/2010;1;1;2
176842;622765;3;13/09/2010;1;2;1
174388;622765;3;27/08/2010;1;2;3
101474;623253;2;02/03/2009;9;1;
82142;627451;3;15/11/2008;1;3;
80153;627451;3;03/11/2008;1;1;
81067;627451;3;10/11/2008;1;1;
152463;635984;8;06/03/2010;1;1;3
148771;635984;8;06/02/2010;1;1;3
143185;635984;8;26/12/2009;1;3;3
194854;640955;6;24/12/2010;1;1;2
148086;640955;6;04/02/2010;1;2;1
64824;640995;4;18/11/2005;1;;
65444;640995;4;22/11/2005;1;;
84857;640995;4;21/06/2006;3;;
84920;640995;4;20/06/2006;1;;
60533;640995;4;20/05/2008;1;1;
89378;640995;;27/12/2008;7;3;
191930;640995;;18/12/2010;3;3;
191926;640995;;20/12/2010;1;2;
86957;644766;6;08/07/2006;1;;
85666;644766;6;01/07/2006;1;;
56302;644766;6;08/04/2008;3;2;3
78604;644766;6;13/10/2008;1;1;
65904;644766;6;05/07/2008;1;3;5
141923;644766;6;22/12/2009;1;1;3
164466;644766;6;15/06/2010;1;1;2
86645;646884;5;11/07/2006;1;;
86584;646884;5;11/07/2006;1;;
86250;646884;5;30/06/2006;9;;
86303;646884;5;30/06/2006;1;;
97954;646884;5;09/12/2006;7;;
126306;646884;5;27/10/2007;1;;
53570;646994;1;18/05/2004;2;;
123865;649119;4;25/09/2007;1;;
123804;649119;4;24/09/2007;1;;
57067;649119;4;16/04/2008;1;2;
62135;649119;4;31/05/2008;1;1;
62134;649119;4;04/06/2008;1;3;
162804;649119;2;04/06/2010;1;1;
162765;649119;2;04/06/2010;1;2;
171607;649119;2;07/08/2010;1;3;5
199202;649119;2;12/01/2011;1;1;3
139594;649119;2;09/12/2009;1;2;
130482;649119;2;01/10/2009;1;1;
130430;649119;2;01/10/2009;1;2;
130210;649119;2;26/09/2009;1;3;2
125914;649119;2;28/08/2009;1;2;
202394;649119;2;02/02/2011;1;2;
81628;649716;4;06/05/2006;1;;
101979;649716;2;02/03/2009;9;1;
100753;650126;6;02/03/2009;9;1;
135831;650225;6;13/11/2009;1;2;3
132594;650225;6;19/10/2009;1;2;3
78168;651106;5;21/10/2008;3;2;3
66421;651977;4;29/11/2005;1;;
69988;651977;4;02/12/2005;1;;
108326;651977;4;06/04/2007;2;;
109865;651977;4;25/04/2007;1;;
113992;651977;4;15/06/2007;1;;
117542;651977;4;20/07/2007;1;;
187998;651977;;29/11/2010;1;2;3
155014;651977;;29/03/2010;1;1;3
154921;651977;;29/03/2010;1;2;3
126094;652358;2;29/08/2009;1;1;3
126095;652358;2;22/08/2009;1;1;3
55077;653093;1;20/09/2004;2;4;
100510;653093;6;02/03/2009;9;1;
120042;653487;6;04/07/2009;1;1;3
119349;653526;6;04/07/2009;1;1;3
125555;653662;4;18/10/2007;2;;
41745;653662;4;29/11/2007;7;3;
83213;653662;3;27/11/2008;1;1;
74000;653662;3;18/09/2008;1;1;
74001;653662;3;19/09/2008;1;2;
68296;653911;4;13/12/2005;1;;
75024;653911;4;02/02/2006;1;;
113980;653911;;16/05/2009;1;3;
178730;653911;;23/09/2010;1;2;3
149869;653911;;13/02/2010;7;3;3
86063;654649;5;03/07/2006;1;;
125711;654649;;27/08/2009;1;1;3
65072;654824;4;21/11/2005;1;;
69205;654824;4;26/11/2005;1;;
155781;654824;;06/04/2010;9;3;3
117691;654912;2;26/06/2009;1;1;4
72889;655449;4;09/01/2006;1;;
72739;655449;4;05/01/2006;5;;
71982;655449;4;28/12/2005;1;;
72693;655449;4;05/01/2006;1;;
72041;655449;4;28/12/2005;5;;
73150;655449;4;11/01/2006;1;;
75013;655449;4;02/02/2006;1;;
96147;655449;4;16/11/2006;1;;
96567;655449;4;23/11/2006;1;;
98038;655449;4;18/12/2006;1;;
114969;655449;4;25/06/2007;1;;
115189;655449;4;27/06/2007;1;;
117786;655449;4;24/07/2007;1;;
126355;655449;4;31/10/2007;1;;
52575;655449;4;01/03/2008;1;3;
58516;655449;4;30/04/2008;1;3;
40374;655449;4;19/11/2007;1;3;
115092;655449;2;30/05/2009;1;1;
116047;655449;2;10/06/2009;1;2;
190824;655449;2;15/12/2010;1;2;
132238;655449;2;14/10/2009;1;1;3
132237;655449;2;15/10/2009;1;1;3
90051;655449;2;19/01/2009;1;2;
77847;655449;2;20/10/2008;1;2;
76840;655449;2;13/10/2008;1;2;
85557;655449;2;22/12/2008;1;2;
72539;655449;2;08/09/2008;1;2;
46189;655981;4;15/01/2008;1;3;
45583;655981;4;09/01/2008;1;3;
48491;656112;4;19/01/2008;9;3;
119576;657046;6;04/07/2009;1;1;3
56877;658395;7;11/04/2008;1;1;3
124007;658570;7;22/09/2007;1;;
42602;658570;7;01/12/2007;1;1;4
40917;658570;7;03/11/2007;1;3;4
57121;658570;7;16/04/2008;3;3;
98641;658714;6;02/03/2009;9;1;
77285;658817;6;06/03/2006;1;;
194747;658817;6;24/12/2010;1;1;2
101346;658817;6;02/03/2009;9;1;
123688;659050;5;15/09/2007;1;;
113346;659050;5;13/05/2009;9;2;3
122722;659050;5;01/08/2009;9;1;
122724;659050;5;30/07/2009;9;1;
122721;659050;5;03/08/2009;9;1;
122723;659050;5;31/07/2009;9;1;
52167;659691;1;27/02/2004;1;;
99406;659691;4;04/01/2007;1;;
99616;659691;4;05/01/2007;1;;
99653;659691;4;05/01/2007;5;;
58578;659691;4;02/05/2008;1;2;
42980;659691;4;10/12/2007;1;2;
61357;659785;5;23/05/2008;9;1;
81417;659856;7;15/11/2008;7;3;
81418;659856;7;08/11/2008;7;3;
123551;659856;7;10/08/2009;1;1;3
98642;660064;6;02/03/2009;9;1;
184678;660112;6;23/10/2010;1;1;6
184679;660112;6;30/10/2010;1;1;6
61045;660436;5;23/05/2008;9;1;
132051;660607;6;14/10/2009;1;2;6
100120;660607;6;02/03/2009;9;1;
119396;660924;6;04/07/2009;1;1;3
75806;660939;6;13/02/2006;1;;
99295;660979;6;02/03/2009;9;1;
52550;662701;1;13/03/2004;1;4;
98803;663231;4;28/12/2006;1;;
98804;663231;4;28/12/2006;1;;
98805;663231;4;27/12/2006;1;;
110876;663907;4;09/05/2007;9;;
111031;663907;4;05/05/2007;1;;
99622;664705;4;05/01/2007;1;;
103674;664705;4;17/02/2007;1;;
106339;664705;4;14/03/2007;1;;
52423;664705;4;01/03/2008;1;1;
102215;664828;2;02/03/2009;9;1;
72525;664959;4;04/01/2006;1;;
76818;664959;4;27/02/2006;3;;
76753;664959;4;24/02/2006;3;;
76948;664959;4;28/02/2006;3;;
90855;664959;4;02/09/2006;1;;
91271;664959;4;13/09/2006;1;;
92506;664959;4;26/09/2006;9;;
105681;664959;4;07/03/2007;1;;
107693;664959;4;30/03/2007;1;;
110998;664959;4;05/05/2007;1;;
116345;664959;4;05/07/2007;1;;
75296;664959;;29/09/2008;1;2;
56361;665197;1;20/12/2004;1;2;
56864;665197;1;26/01/2005;1;2;
57090;665197;1;08/02/2005;1;;
79910;665197;5;14/04/2006;1;;
53000;665197;5;10/03/2008;1;2;5
53521;665197;5;14/03/2008;1;2;5
98145;665197;5;17/03/2009;1;2;2
63579;665197;5;17/06/2008;1;2;3
98980;665396;6;02/03/2009;9;1;
79188;665402;4;05/04/2006;7;;
126740;665402;4;08/11/2007;1;;
99871;665830;6;02/03/2009;9;1;
108178;666058;4;31/03/2007;7;;
110570;666058;4;05/05/2007;1;;
56895;668238;1;31/01/2005;1;;
74822;668238;4;14/06/2008;1;1;
54663;668492;1;18/08/2004;1;;
119417;668492;6;04/07/2009;1;1;3
173470;668492;6;23/08/2010;1;2;3
79202;669301;4;05/04/2006;1;;
161742;670127;2;28/05/2010;1;2;3
111091;670403;3;20/04/2009;9;3;
111090;670403;3;20/04/2009;1;1;3
138075;670403;3;30/11/2009;1;2;6
138073;670403;3;28/11/2009;1;1;6
96042;670403;3;28/02/2009;1;1;3
94529;670664;4;25/10/2006;1;;
95328;670664;4;07/11/2006;1;;
101439;670664;4;20/01/2007;1;;
102246;670664;4;01/02/2007;1;;
124793;670664;4;09/10/2007;1;;
50292;671025;1;08/09/2003;1;;
59048;671025;1;16/07/2005;1;4;
60845;671025;7;20/08/2005;1;;
62028;671025;7;24/09/2005;1;;
63857;671025;7;14/11/2005;1;;
75445;671025;7;04/02/2006;1;;
113769;671025;7;13/06/2007;2;;
113707;671025;7;12/06/2007;1;;
113917;671025;7;15/06/2007;1;;
115265;671025;7;28/06/2007;1;;
103328;671127;4;10/02/2007;1;;
115478;671127;4;09/06/2007;1;;
89277;671127;;12/01/2009;1;2;
112540;671127;;05/05/2009;1;2;
112852;671127;;08/05/2009;1;1;
108821;671127;;27/03/2009;8;3;
190341;671127;;13/12/2010;1;2;3
163283;671127;;09/06/2010;1;2;3
98438;671127;;18/03/2009;1;3;
143949;671127;;06/01/2010;1;3;3
143992;671127;;06/01/2010;9;1;3
143746;671127;;06/01/2010;1;2;3
83412;671830;3;18/11/2008;1;3;
83411;671830;3;27/11/2008;1;1;
94992;671830;3;27/02/2009;1;2;2
78640;671995;4;25/03/2006;1;;
94087;671995;4;14/10/2006;1;;
79888;672046;4;14/04/2006;1;;
80008;672046;4;15/04/2006;1;;
89522;672046;4;19/08/2006;1;;
112868;672046;4;01/06/2007;1;;
73566;672099;4;16/01/2006;7;;
82522;672099;4;20/05/2006;7;;
81676;672099;;18/11/2008;1;3;
128923;672099;;21/09/2009;8;2;2
129060;672099;;22/09/2009;1;2;2
189558;672099;;06/12/2010;1;1;
98375;672274;7;16/12/2006;7;;
111056;672274;7;05/05/2007;1;;
131089;672274;7;03/10/2009;1;3;5
150321;672274;7;20/02/2010;1;1;
69616;672274;7;09/08/2008;1;3;3
144370;672274;7;09/01/2010;1;2;3
100458;672460;6;02/03/2009;9;1;
73929;672905;5;18/09/2008;1;1;
73928;672905;5;17/09/2008;1;1;
74086;672905;5;19/09/2008;1;1;
116757;672905;;17/06/2009;1;1;
67467;673104;4;19/12/2005;1;;
75578;673104;4;04/02/2006;9;;
79397;673104;4;01/04/2006;1;;
81502;673104;4;06/05/2006;7;;
55101;673104;4;28/03/2008;1;2;
55102;673104;4;27/03/2008;1;3;
118227;673104;2;02/07/2009;1;2;
159687;673104;2;06/05/2010;7;2;
189909;673104;2;04/12/2010;1;3;3
191520;673104;2;11/12/2010;1;3;
162359;673104;2;02/06/2010;1;2;3
161733;673104;2;28/05/2010;1;2;3
178903;673104;2;24/09/2010;1;1;3
180683;673104;2;02/10/2010;1;3;
202372;673104;2;29/01/2011;2;3;
202370;673104;2;31/01/2011;2;3;
202365;673104;2;02/02/2011;1;2;
202371;673104;2;01/02/2011;2;3;
63777;673836;4;14/11/2005;1;;
64241;673836;4;15/11/2005;1;;
76240;673836;4;17/02/2006;1;;
76300;673836;4;17/02/2006;5;;
83412;673836;4;07/06/2006;5;;
83357;673836;4;07/06/2006;1;;
83463;673836;4;07/06/2006;9;;
85558;673836;4;01/07/2006;1;;
103208;673836;4;13/02/2007;1;;
103284;673836;4;13/02/2007;5;;
103295;673836;4;13/02/2007;5;;
103362;673836;4;13/02/2007;5;;
104555;673836;4;27/02/2007;1;;
104876;673836;4;24/02/2007;1;;
104494;673836;4;24/02/2007;1;;
104618;673836;4;27/02/2007;1;;
110990;673836;4;05/05/2007;7;;
113925;673836;4;15/06/2007;1;;
114010;673836;4;15/06/2007;5;;
114046;673836;4;18/06/2007;1;;
114199;673836;4;18/06/2007;5;;
192401;673836;;20/12/2010;1;1;
194597;673836;;24/12/2010;1;1;
133301;673836;;17/10/2009;1;3;3
123994;673836;;08/08/2009;2;3;3
123996;673836;;10/08/2009;2;3;3
123995;673836;;13/08/2009;1;2;3
124782;673836;;20/08/2009;1;2;
125539;673836;;22/08/2009;1;3;3
49922;674488;1;28/07/2003;1;;
60313;674488;7;16/08/2005;9;;
86492;674488;5;10/07/2006;1;;
53704;674586;7;15/03/2008;1;1;3
64189;674586;7;31/05/2008;1;1;3
64182;674586;7;21/06/2008;1;1;3
64191;674586;7;07/06/2008;1;1;3
124304;676441;2;17/08/2009;1;2;3
124457;676441;2;17/08/2009;1;1;
77015;676836;2;27/09/2008;1;1;
56215;677422;1;30/11/2004;2;;
51877;677614;1;03/02/2004;1;2;
108549;677614;6;11/04/2007;1;;
77901;677893;4;14/03/2006;1;;
48806;679638;1;22/04/2003;1;4;
125717;680201;4;20/10/2007;1;;
188049;680201;2;29/11/2010;1;2;6
102109;680201;2;02/03/2009;9;1;
107938;680607;6;03/04/2007;9;;
99987;680875;6;02/03/2009;9;1;
58330;681051;1;19/05/2005;1;;
59169;681051;1;11/07/2005;1;;
127291;681400;7;08/09/2009;1;2;3
139058;682105;2;07/12/2009;1;2;6
126258;682105;2;01/09/2009;1;2;3
141008;682105;2;18/12/2009;1;2;2
50412;682262;1;17/09/2003;1;;
77399;682262;4;04/03/2006;3;;
77598;682262;4;10/03/2006;1;;
159069;682262;2;03/05/2010;1;2;
159300;682262;2;04/05/2010;1;2;
161532;682262;2;26/05/2010;1;2;3
155321;682262;2;01/04/2010;1;2;3
147163;682262;2;29/01/2010;1;2;4
147577;682262;2;01/02/2010;1;3;3
147579;682262;2;02/02/2010;1;2;3
144770;682262;2;12/01/2010;1;1;
147575;682262;2;30/01/2010;1;1;3
80263;682281;4;24/04/2006;2;;
80839;682281;4;02/05/2006;2;;
95672;682281;4;04/11/2006;1;;
95839;682281;4;10/11/2006;2;;
124046;682281;4;22/09/2007;1;;
164086;682281;2;15/06/2010;8;3;3
164010;682281;2;14/06/2010;1;2;3
66323;682635;5;28/11/2005;9;;
78983;682645;5;04/04/2006;1;;
116157;682645;5;11/06/2009;1;2;2
118499;682645;5;06/07/2009;1;2;
116791;682645;5;18/06/2009;1;2;5
117656;682645;5;26/06/2009;1;2;5
117875;682645;5;29/06/2009;1;2;2
116256;682645;5;12/06/2009;1;2;2
117374;682645;5;24/06/2009;1;2;5
100648;683693;6;02/03/2009;9;1;
52964;684448;1;27/03/2004;2;;
55076;684448;1;20/09/2004;9;2;
55656;684448;1;03/11/2004;1;;
56498;684448;1;24/12/2004;1;;
56905;684448;1;10/02/2005;1;;
56913;684448;1;10/02/2005;1;;
57532;684448;1;29/03/2005;1;;
67521;684448;4;16/12/2005;3;;
67674;684448;4;15/12/2005;3;;
71241;684448;4;10/12/2005;1;;
97858;684448;4;14/12/2006;1;;
106249;684448;4;13/03/2007;1;;
112100;684448;4;23/05/2007;1;;
132446;684448;;16/10/2009;1;2;3
132183;684448;;14/10/2009;1;1;
131340;684448;;08/10/2009;1;3;
114390;685953;6;25/05/2009;1;2;4
151922;686014;5;02/03/2010;1;1;3
152856;686014;5;10/03/2010;3;2;3
151921;686014;5;03/03/2010;1;1;3
56159;686073;1;26/11/2004;1;2;
90049;686073;4;30/08/2006;1;;
95971;686073;4;13/11/2006;1;;
53209;688663;1;22/04/2004;1;;
200833;688663;5;21/01/2011;1;2;6
200832;688663;5;20/01/2011;1;2;
66612;688688;4;29/11/2005;1;;
72980;688688;4;09/01/2006;1;;
116614;688688;4;23/06/2007;1;;
126217;688688;4;27/10/2007;7;;
96318;688688;;23/02/2009;1;1;
96323;688688;;28/02/2009;1;1;
96322;688688;;27/02/2009;1;1;
96321;688688;;26/02/2009;1;1;
96320;688688;;25/02/2009;1;1;
96317;688688;;21/02/2009;1;1;
96319;688688;;24/02/2009;1;1;
54221;688731;1;22/07/2004;1;2;
54240;688731;1;23/07/2004;1;;
78025;688731;4;16/03/2006;3;;
142875;689119;7;28/12/2009;1;3;3
98093;692030;8;16/03/2009;1;1;
96166;699915;;28/02/2009;1;3;
101185;703931;6;02/03/2009;9;1;
88116;709884;8;06/01/2009;1;2;2
52494;713976;1;13/03/2004;1;;
165905;721428;2;30/06/2010;1;2;
161867;722095;3;22/05/2010;7;1;
91352;724712;2;28/01/2009;1;1;
169487;724712;2;26/07/2010;1;1;
169426;724712;2;26/07/2010;1;2;3
198720;724712;2;10/01/2011;1;2;3
154420;724712;2;22/03/2010;1;1;3
144067;724712;2;07/01/2010;1;3;
143942;724712;2;06/01/2010;1;2;
144066;724712;2;07/01/2010;1;1;
79612;725845;4;08/04/2006;1;;
99599;726595;6;02/03/2009;9;1;
76130;726595;6;02/10/2008;1;1;3
76133;726595;6;06/10/2008;1;1;3
76132;726595;6;04/10/2008;1;1;3
76131;726595;6;03/10/2008;1;1;3
69683;728870;4;05/12/2005;9;;
69693;728870;4;05/12/2005;1;;
83205;728870;4;06/06/2006;1;;
182085;728870;;09/10/2010;1;3;
190414;728870;;13/12/2010;1;2;
193723;728870;;22/12/2010;1;1;
194360;728870;;24/12/2010;1;1;
193656;728870;;22/12/2010;1;2;
193884;728870;;23/12/2010;1;2;
194093;728870;;23/12/2010;1;1;
180001;728870;;25/09/2010;1;1;
179799;728870;;01/10/2010;1;2;
99742;733039;6;02/03/2009;9;1;
49324;735141;1;12/02/2003;1;;
51318;735141;1;13/12/2003;1;;
51602;735141;1;08/01/2004;1;2;
52062;735141;1;19/02/2004;1;4;
78570;735141;3;23/10/2008;1;2;
182483;735141;3;19/10/2010;1;2;3
166638;735141;3;05/07/2010;1;1;
48580;737598;1;08/02/2003;1;4;
49334;737598;1;08/02/2003;1;4;
55205;737598;1;28/09/2004;1;2;
55746;737598;1;05/11/2004;1;;
55757;737598;1;05/11/2004;1;;
48097;737598;4;21/01/2008;1;2;3
158637;737598;3;30/04/2010;1;2;3
174966;737598;3;28/08/2010;1;3;3
75406;737598;3;30/09/2008;3;2;
77356;737598;3;16/10/2008;3;2;
84245;737598;3;08/12/2008;1;2;
69151;738520;4;06/12/2005;1;;
69352;738520;4;06/12/2005;1;;
71236;738520;4;23/12/2005;1;;
71661;738520;4;27/12/2005;1;;
99751;738520;4;08/01/2007;1;;
99860;738520;4;08/01/2007;5;;
107211;738520;4;26/03/2007;1;;
191155;738520;;17/12/2010;3;2;
192944;738520;;21/12/2010;3;2;
152700;738520;;09/03/2010;1;2;3
146900;738520;;28/01/2010;1;2;3
152759;738520;;09/03/2010;9;2;3
66817;738520;;14/07/2008;1;2;
166940;743108;2;07/07/2010;1;2;3
52807;743298;1;03/04/2004;1;;
44424;743298;7;15/12/2007;1;3;3
44427;743298;7;22/12/2007;1;3;3
135148;743298;7;06/11/2009;9;1;
130260;745470;8;26/09/2009;1;3;3
107761;745598;8;02/04/2007;1;;
87949;745598;8;06/01/2009;1;2;3
87411;745598;8;05/01/2009;1;1;
87055;745598;8;05/01/2009;1;2;3
97076;753098;8;07/03/2009;1;1;5
124019;753098;8;13/08/2009;1;2;3
147381;753098;8;30/01/2010;1;1;3
132955;755835;2;21/10/2009;1;2;3
178968;755835;2;27/09/2010;1;2;6
149256;755835;2;12/02/2010;1;1;
149171;755835;2;12/02/2010;1;2;2
112844;757988;7;01/06/2007;1;;
61432;760267;8;07/09/2005;6;;
85411;761393;8;27/06/2006;1;;
96961;761393;8;29/11/2006;1;;
166690;761393;8;05/07/2010;1;2;3
139807;761393;8;10/12/2009;1;2;3
137849;761393;8;26/11/2009;1;2;3
140010;761393;8;11/12/2009;1;2;3
114304;761505;5;02/06/2007;1;;
115747;761505;5;09/06/2007;1;;
191740;761505;5;20/12/2010;1;2;
87848;762867;6;05/01/2009;1;1;4
87843;762867;6;06/01/2009;1;2;3
120617;765373;;15/07/2009;1;2;
44402;765965;8;22/12/2007;1;1;3
44401;765965;8;26/12/2007;1;2;3
41983;766847;8;01/12/2007;1;1;4
62841;768448;8;17/10/2005;1;;
82022;768448;8;12/05/2006;1;;
158425;768448;8;28/04/2010;1;2;3
200425;768448;8;15/01/2011;1;1;6
87664;768488;8;26/07/2006;1;;
67765;768488;8;22/07/2008;1;2;4
67766;768488;8;23/07/2008;1;2;4
78247;768765;8;21/03/2006;1;;
82795;768765;8;30/05/2006;9;;
103139;768765;8;13/02/2007;1;;
122822;768765;8;04/08/2009;1;2;6
68490;773854;5;10/12/2005;1;;
96119;773992;6;28/02/2009;1;3;3
184863;773992;6;30/10/2010;1;3;6
182111;773992;6;09/10/2010;1;3;3
164068;774120;8;15/06/2010;1;2;3
177241;774120;8;11/09/2010;1;3;5
177789;774766;2;16/09/2010;2;3;3
178524;774766;2;22/09/2010;2;3;
112111;775138;4;12/05/2007;2;;
71160;775138;;21/08/2008;1;1;
71127;775138;;22/08/2008;1;1;
116834;775169;6;23/06/2007;1;;
170030;775169;6;29/07/2010;1;2;1
43633;775169;6;14/12/2007;1;2;3
101017;775169;6;02/03/2009;9;1;
86945;775373;5;14/07/2006;9;;
87773;775373;5;27/07/2006;1;;
97109;775373;4;01/12/2006;7;;
100940;775373;4;19/01/2007;9;;
101007;775373;4;22/01/2007;9;;
110418;775373;8;03/05/2007;1;;
110456;775373;5;03/05/2007;1;;
59669;775373;5;10/05/2008;1;1;
59670;775373;5;03/05/2008;1;1;
59671;775373;5;26/04/2008;1;1;
59673;775373;5;13/05/2008;1;1;
59672;775373;5;19/04/2008;1;1;
62259;775373;5;05/06/2008;1;2;4
61695;775373;5;30/05/2008;1;1;6
114940;775373;5;29/05/2009;1;1;
114939;775373;5;25/05/2009;1;1;
115850;775373;5;02/06/2009;2;3;6
115849;775373;5;08/06/2009;1;1;
184261;775373;5;30/10/2010;9;1;
184260;775373;5;02/11/2010;1;1;
186627;775373;5;17/11/2010;1;1;
186624;775373;5;06/11/2010;1;1;
186625;775373;5;15/11/2010;1;1;
186622;775373;5;03/11/2010;1;1;
186623;775373;5;05/11/2010;1;1;
163867;775373;5;14/06/2010;1;1;
163572;775373;5;10/06/2010;1;1;
163571;775373;5;09/06/2010;2;1;
163662;775373;5;11/06/2010;1;1;
198797;775373;5;10/01/2011;1;1;2
134539;775373;5;02/11/2009;1;1;
135464;775373;5;10/11/2009;1;1;6
138667;775373;5;28/11/2009;7;3;
153486;775373;5;13/03/2010;1;2;4
201681;775373;5;13/01/2011;1;1;
201687;775373;5;25/01/2011;1;1;
201686;775373;5;24/01/2011;1;1;
201685;775373;5;27/01/2011;1;1;
201684;775373;5;28/01/2011;1;1;
201682;775373;5;14/01/2011;1;1;
179118;775416;8;27/09/2010;1;1;3
109862;778798;2;06/04/2009;2;3;5
117664;781229;;26/06/2009;1;2;
116508;781229;;16/06/2009;1;2;
184177;781229;;02/11/2010;1;2;3
184295;781229;;02/11/2010;1;1;3
176215;781229;;07/09/2010;1;2;
67064;781988;;14/07/2008;1;1;
50184;782497;6;06/02/2008;1;1;
55686;786776;1;02/11/2004;2;;
101169;786776;7;23/01/2007;1;;
101578;786776;7;20/01/2007;1;;
111733;786776;3;27/04/2009;1;2;
85995;786776;3;26/12/2008;1;2;1
68862;786776;3;02/08/2008;1;1;
117566;786776;7;20/06/2009;3;3;
113767;788096;8;16/05/2009;1;1;3
72008;788096;8;02/09/2008;1;2;5
60207;792661;8;11/08/2005;1;;
60401;792661;8;17/08/2005;1;;
115928;792661;8;09/06/2009;1;1;3
99526;793506;4;04/01/2007;1;;
102167;793506;4;27/01/2007;1;;
122975;795924;8;04/08/2009;1;1;2
122974;795924;8;03/08/2009;1;1;2
115647;798554;8;05/06/2009;1;1;
115587;798554;8;05/06/2009;1;2;3
54713;799928;8;08/03/2008;1;1;4
101273;800576;6;02/03/2009;9;1;
93298;801200;8;12/02/2009;1;2;3
59496;802664;8;21/06/2005;1;4;
124327;806075;8;17/08/2009;9;1;
124326;806075;8;14/08/2009;9;1;
124325;806075;8;13/08/2009;9;1;
125450;806075;8;26/08/2009;1;2;3
164105;806897;8;15/06/2010;1;2;3
85017;807995;8;22/06/2006;1;;
85019;807995;8;23/06/2006;9;;
103174;807995;8;02/03/2009;9;1;
52501;809169;1;15/03/2004;1;2;
87697;809169;6;26/07/2006;1;;
88516;809169;4;07/08/2006;1;;
126235;809169;4;27/10/2007;7;;
45938;809169;4;14/01/2008;1;3;3
79706;809169;2;25/10/2008;1;3;
54980;809857;1;13/09/2004;1;;
54982;809857;1;13/09/2004;1;;
112787;809857;5;07/05/2009;1;2;5
112789;809857;5;06/05/2009;1;1;5
193020;809857;5;18/12/2010;3;1;6
193019;809857;5;17/12/2010;3;1;6
193021;809857;5;20/12/2010;3;1;6
57237;810771;1;16/02/2005;1;;
100857;813507;6;02/03/2009;9;1;
109307;816903;8;20/04/2007;1;;
108797;816903;8;16/04/2007;1;;
99540;828228;6;02/03/2009;9;1;
118362;831384;6;03/07/2009;1;2;3
130279;831384;6;30/09/2009;1;2;3
124245;831384;6;17/08/2009;1;2;1
100550;832068;4;16/01/2007;1;;
110634;832068;4;28/04/2007;1;;
111872;832068;4;22/05/2007;1;;
112726;832068;7;30/05/2007;1;;
116374;832068;7;05/07/2007;1;;
116093;832068;7;10/06/2009;1;2;3
116195;832068;7;11/06/2009;1;2;3
111403;832068;7;18/04/2009;7;1;4
96180;832068;7;28/02/2009;1;3;6
80136;832068;7;05/11/2008;1;2;5
82805;832068;7;25/11/2008;1;2;2
99198;834895;6;02/03/2009;9;1;
144984;838475;;13/01/2010;1;2;
149144;838475;;12/02/2010;1;2;3
149665;838475;;13/02/2010;2;3;3
149809;838475;;17/02/2010;1;2;4
104428;850845;8;02/03/2009;9;1;
99117;851071;6;02/03/2009;9;1;
